sentence	label
i have to to test but uh i	Statement
and m.o. two in another meeting.	Statement
yeah it's a little strange.	Accept-part
i'm i'm a little confused again.	Statement
because uh even	Defending/Explanation
he does?	Understanding Check
i mean they just do the same thing again once more.	Statement
you you had a discussion with sunil about this though?	Declarative-Question
because there were were some speakers that did definite uh's.	Defending/Explanation
it has to be a a pre-existing meeting like a meeting that would otherwise happen anyway.	Offer
this is really really helpful.	Assessment/Appreciation
anant venkataraman?	Understanding Check
trying to get the floor.	Collaborative Completion
so we're deriving um this the this feature of whether the the main action at this place happens inside or outside or what we're deriving that from what kind of activity is done there?	Understanding Check
uh so it's uh three point uh eight.	Affirmative Non-yes Answers
well go go on.	Action-directive
whereas if they listen to it and there's don't hear any speech i think they'd probably just listen to it once.	Defending/Explanation
and then uh as jane said the last question is list other language influences bilingual dialects et cetera.	Statement
i mean it seems like if you have just two people it's not really like a meeting is not as similar as the rest of the of the sample.	Negative Non-no Answers
because she's going to be she's going to be the one who's the most concerned about this kind of thing.	Defending/Explanation
so i i guess	Interrupted/Abandoned/Uninterpretable
i mean there's we're we're probably not going to have a lot of flexibility in bringing down the cost.	Statement
let's go to our favorite endpoint one.	Self-talk
whether you know there're dialogue action planners that work with belief nets that are action planners that work with you know state automata.	Statement
and i must say the nist scoring tools are pretty nice for this.	Statement
that that seems like one prominent thing.	Statement
some good reverb.	Humorous Material
which give me which gives me three or four peak positions.	Expansions of y/n Answers
like the next bin will be empty.	Rising Tone
yeah so i mean it's a bit of a push.	Floor Grabber
i'm wondering could we add something to the form that gets filled out at each meeting that would somehow	Declarative-Question
that that has the p.c.	Expansions of y/n Answers
you know it takes a couple hours to do uh ten minutes.	Defending/Explanation
and then mark paskin comes in.	Expansions of y/n Answers
versus france in like marseilles or in the south or in like the like the villages in the south.	Expansions of y/n Answers
because i i found that i would have change the value of the update factor.	Defending/Explanation
fey you mean.	Correct-misspeaking
and they're they think i'm like a stenographer or something.	Statement
so it it's actually probably good for us to know the difference between the real uh and the one that's just like uh or transcribed ah.	Offer
exactly and it's really hard	Accept
there's no visual.	Statement
that's a down side.	Assessment/Appreciation
which don't have this filter.	Expansions of y/n Answers
no i like the idea of putting down the the status information.	Assessment/Appreciation
and we're session two.	Expansions of y/n Answers
what i can do is say la la la la la la la la la.	Statement
he's got the mark up framework.	Statement
parameters yeah.	Collaborative Completion
so when you look at conversational speech for example you don't see the phonemes that you that you have in your word models.	Statement
like they had written out a phonetic laugh.	Expansions of y/n Answers
now you were saying that they they differ in how well they work depending on channel systems and stuff.	Understanding Check
oh no for me it was unconscious.	Acknowledge-answer
one is um you could ignore it.	Offer
yeah i guess the question is how much time will it really save us versus the time to write all the tools to do it.	Acknowledge-answer
so long as i can tell what they are.	Statement
i guess i guess it's it's the filter.	Statement
shall we uh do digits?	Action-directive
i i i believe there is a lot of overlap.	Affirmative Non-yes Answers
these are linguistics grad students.	Defending/Explanation
you really are challenged to do that.	Understanding Check
not the air conditioner.	Defending/Explanation
well it's that by for the moment we have uh something that's discriminant and nonlinear.	Rising Tone
we have i have two point seven percent error rate.	Expansions of y/n Answers
who was telling me?	Self-talk
see now i'm contradicting myself.	Downplayer
no yeah.	Continuer
so you just have a few more weeks.	Understanding Check
okay so this is post bug fix.	Acknowledge-answer
