sentence	label
and like pages	Uninterpretable
well, they are exciting, aren't they?	Yes-No-Question
now that's good.	Appreciation
you were, you were tested for drugs as you got into t, as, as you got into t i?	Yes-No-Question
but uh, we've always tried to spend time to talk and, uh, have some time, together time	Statement-non-opinion
so  you're remodeling?	Declarative Yes-No-Question
i've heard of it a lot,	Negative Non-no Answers
it's not bad.	Agree/Accept
well, i'll tell you an interesting story about how i got my dog,	Offers, Options Commits
i mean um um i'm sure that i'll be involved in a big company	Statement-non-opinion
oh, is it like a foreign exchange type student?	Yes-No-Question
and, it's, it's	Uninterpretable
does it taste a lot like shrimp	Yes-No-Question
and i'm, i,	Uninterpretable
well, nice to talk to you.	Conventional-closing
and one, uh,	Uninterpretable
my husband usually,	Uninterpretable
you'd just do it.	Summarize/Reformulate
uh, who is your, whose your favorite religious author?	Wh-Question
think we can handle that?	Yes-No-Question
and they be can be a real dickens.	Statement-opinion
so, although,	Uninterpretable
i good toe hold.	Summarize/Reformulate
but i, i was, uh,	Uninterpretable
in pain or something.	Collaborative Completion
well, they're not	Uninterpretable
i've been, i've,	Uninterpretable
uh, i wouldn't	Reject
and then, a lot of	Uninterpretable
how, i mean how can it be changed. unless the legislature will do something	Rhetorical-Question
i guess not, not if there's,	Uninterpretable
and down, oh,	Uninterpretable
well, i think that also happened with ronald reagan.	Statement-opinion
right ,	Uninterpretable
you kind of  goes into your privacy	Collaborative Completion
i mean, i, i like all ranges of movies,	Statement-non-opinion
it's a package deal.	Summarize/Reformulate
maybe the, maybe it uh,	Uninterpretable
uh, gosh,	Appreciation
do you stay home with yours?	Yes-No-Question
talk, talk your husband into taking you there some night.	Action-directive
and to, you know, like,	Uninterpretable
well, do you watch any, uh any sports or anything like that	Yes-No-Question
it has the speed.	Statement-opinion
i think, so, too.	Agree/Accept
well, and, i, i,	Uninterpretable
hardware stuff, huh.	Summarize/Reformulate
they, they, uh,	Uninterpretable
so what is your advice to picking a college.	Wh-Question
what club were you with?	Wh-Question
and, uh, the people told me well that's the way it's supposed to be	Statement-non-opinion
and, and, and it ...	Uninterpretable
but we have got more women in it now.	Statement-non-opinion
so it's probably not widely available.	Statement-opinion
so then it becomes, uh, more realistic.	Statement-opinion
and i can't tell you anybody right now at t i that's, uh, considering that.	Statement-non-opinion
but, uh, i was just real curious when you said middle east,  if you  didn't mind me asking.	Declarative Yes-No-Question
but, but, no	Uninterpretable
and then you have your first child	Statement-opinion
isn't it such a long running program.	Declarative Yes-No-Question
oh, well that's okay, um,	Downplayer
is it snowing up there?	Yes-No-Question
the reasons that they're doing it compared to the reason someone else is in jail for it, you know, it's like two different things.	Statement-opinion
it's not it's,	Reject
but if, you know,	Uninterpretable
that's, that's been our godsend, you know.	Statement-non-opinion
what can we do about it?	Backchannel in Question Form
uh, at least, my understanding of the law which isn't very good.	Hedge
more and more taxes?	Rhetorical-Question
and texas instruments.	Collaborative Completion
how does it compare to the years past?	Wh-Question
how old are you all?	Wh-Question
well, what's your next,	Wh-Question
you know, how to get a job or you know, just what, you know, what, when you get a job, what your responsibility is.	Rhetorical-Question
do you still keep up with them, or	Yes-No-Question
and i played the clarinet for seven years also.	Statement-non-opinion
uh, well, actually i think in most criminal cases it wouldn't make any difference whether it was a couple of judges or jury	Dispreferred Answers
and yet they,	Uninterpretable
uh, not really	Negative Non-no Answers
maybe it is,	Other Answers
huh-huh,	Reject
i've always,	Uninterpretable
it's more that don't have it,	Declarative Yes-No-Question
so there's lots to do.	Summarize/Reformulate
or you can set up your work program and your husband's so that one of you is there all the time.	Action-directive
i know that there,	Uninterpretable
no, you tell me how you feel about,	Action-directive
i know some people who just,	Uninterpretable
more than five minutes of a basketball game, just seems about,	Uninterpretable
we have a pool in our backyard,	Statement-non-opinion
i haven't gotten around to doing it yet.	Statement-non-opinion
but, what do you do about,  the  occasional user that may have gone to a party three days before	Wh-Question
so where exactly are you in terms of, of, like, sarasota?	Wh-Question
savings and loans, uh,	Declarative Yes-No-Question
um, how many children do you have?	Wh-Question
do you use them frequently	Yes-No-Question
i can see where if a life was taken by accident or, uh, i don't know what you'd call it, not premeditated or, i guess primarily by accident, uh, there may be cases where the death penalty is not called for,	Statement-opinion
well, i'm trying to think.	Hold Before Answer/Agreement
so, well, i won't keep you any more.	Conventional-closing
do you have, uh, do you have a family?	Yes-No-Question
are you for it?	Yes-No-Question
no!	Agree/Accept
uh, which ones have you seen lately?	Wh-Question
to where do they get it?	Wh-Question
music do you like?	Wh-Question
or do you, you wish to discuss that?	Or-Clause
are, are you in baltimore itself?	Yes-No-Question
but we just, we just never saw the results.	Statement-non-opinion
babbly.	Collaborative Completion
oh it's, it's	Uninterpretable
well, i've certainly enjoyed talking with you.	Conventional-closing
well, that, that's good.	Appreciation
because there is a lot of waste there isn't there.	Yes-No-Question
you know, they're just,	Uninterpretable
do you wish you,	Uninterpretable
but you, um,	Uninterpretable
i'm a doctoral student at the university of central florida.	Statement-non-opinion
but the lawyers are really, uh,	Uninterpretable
but they'll,	Uninterpretable
i mean it was, it,	Uninterpretable
could you have snow?	Yes-No-Question
and you didn't have to pay in as much as if you go to a, a very small place.	Statement-opinion
who aren't contributing.	Collaborative Completion
he keeps her pretty much terrorized to stay in the house,	Statement-non-opinion
i'm going to the barn, too.	Quotation
um, they,	Uninterpretable
me neither,	Agree/Accept
well, in.	Uninterpretable
um, all right.	Acknowledge (Backchannel)
do they go to a day-care center	Yes-No-Question
so you're on spring break?	Yes-No-Question
oh, i'm definitely going to be actively looking into that.	Agree/Accept
no returned checks or anything.	Summarize/Reformulate
but, but, uh, not really	Downplayer
and this year,	Uninterpretable
you leave your car running, you know,	Statement-non-opinion
is that locally?	Yes-No-Question
and, um, i watched,	Uninterpretable
well, i have done camping in the past.	Affirmative Non-yes Answers
they have, they have a	Uninterpretable
is that?	Backchannel in Question Form
is that, um,	Uninterpretable
but classic rock, you know, with,	Uninterpretable
but it's still not going up.	Statement-opinion
just never got a chance to come out.	Collaborative Completion
how was life different ten, twenty, or thirty years ago.	Statement-non-opinion
for making government issue underwear.	Affirmative Non-yes Answers
but i say, you know, they commit crimes let them be overcrowded, you know let them suffer a little bit.	Action-directive
and they have,	Uninterpretable
but she does,	Uninterpretable
and  you knew how, you knew how to do the framing?	Yes-No-Question
eighty-eight.	Statement-non-opinion
is it still pretty cool up there?	Yes-No-Question
you know, kids can't read, um,	Statement-opinion
where do you like to go?	Wh-Question
and is that supported by all donations to the church and so forth	Yes-No-Question
but we've sacrificed a lot to get there.	Statement-opinion
well, i know how to use one.	Statement-non-opinion
but, no, sir,	Negative Non-no Answers
for certain.	Agree/Accept
and they, uh, they, i think, extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years.	Statement-opinion
and it's really not to bad to get off, *typo to too	Statement-non-opinion
piece for, uh,	Other
i was surprised, uh,	Statement-non-opinion
do you work with, do you work around children when you work?	Yes-No-Question
family and friends are usually, well family's tied up with their own lives and things, and usually working	Statement-opinion
uh, and it,	Uninterpretable
but, uh, it was pretty,	Uninterpretable
appliances.	Collaborative Completion
unfortunately not,	Negative Non-no Answers
you don't have any kids you want to send over here?	Yes-No-Question
and last year was the first year we tried two new things.	Statement-non-opinion
i think more the mice or other rodents.	Statement-opinion
you know, i, i attended a trial in, uh, germany when i was a student	Statement-non-opinion
she's a real .	Uninterpretable
maybe it's,	Uninterpretable
that should be a lot of fun.	Statement-opinion
i mean every day it's, you know, all	Uninterpretable
